note_id,application_id,creation_date,note_text
9535,153911,2020-10-11,Note text 9535
9536,267646,2022-06-14,Note text 9536
9537,414217,2023-10-30,Note text 9537
9538,387038,2020-05-06,Note text 9538
9539,223578,2020-02-05,Note text 9539
9540,402348,2020-07-12,Note text 9540
9541,239537,2020-06-11,Note text 9541
9542,154743,2022-08-31,Note text 9542
9543,368526,2021-09-13,Note text 9543
9544,353409,2021-01-23,Note text 9544
9545,159684,2021-05-11,Note text 9545
9546,65103,2020-07-22,Note text 9546
9547,21360,2022-01-11,Note text 9547
9548,212568,2023-06-20,Note text 9548
9549,421086,2022-07-25,Note text 9549
9550,256226,2022-11-30,Note text 9550
9551,267376,2020-04-14,Note text 9551
9552,431221,2020-06-18,Note text 9552
9553,433915,2022-01-08,Note text 9553
9554,255655,2023-11-26,Note text 9554
9555,350883,2023-06-11,Note text 9555
9556,89008,2022-03-11,Note text 9556
9557,252870,2022-01-29,Note text 9557
9558,124062,2021-01-14,Note text 9558
9559,85947,2022-03-28,Note text 9559
9560,364854,2022-12-26,Note text 9560
9561,410451,2021-12-29,Note text 9561
9562,41325,2021-09-28,Note text 9562
9563,259080,2020-02-04,Note text 9563
9564,401095,2021-08-23,Note text 9564
9565,171189,2020-10-26,Note text 9565
9566,244925,2020-04-08,Note text 9566
9567,359293,2020-02-04,Note text 9567
9568,348822,2021-02-06,Note text 9568
9569,143106,2023-03-14,Note text 9569
9570,398287,2021-07-04,Note text 9570
9571,146766,2021-01-05,Note text 9571
9572,481270,2023-10-25,Note text 9572
9573,358676,2023-12-07,Note text 9573
9574,9400,2022-02-15,Note text 9574
9575,395048,2021-07-14,Note text 9575
9576,227992,2022-06-09,Note text 9576
9577,360578,2023-07-18,Note text 9577
9578,293873,2022-07-22,Note text 9578
9579,39231,2021-03-25,Note text 9579
9580,301268,2021-12-09,Note text 9580
9581,72681,2023-11-23,Note text 9581
9582,142140,2023-07-22,Note text 9582
9583,62921,2020-11-06,Note text 9583
9584,414056,2022-07-31,Note text 9584
9585,137768,2022-02-22,Note text 9585
9586,305854,2020-04-17,Note text 9586
9587,246679,2023-12-12,Note text 9587
9588,201483,2020-11-21,Note text 9588
9589,317184,2023-11-04,Note text 9589
9590,406840,2022-11-06,Note text 9590
9591,275363,2022-09-25,Note text 9591
9592,212933,2022-05-29,Note text 9592
9593,62446,2023-01-05,Note text 9593
9594,174853,2022-04-12,Note text 9594
9595,177951,2023-01-23,Note text 9595
9596,392499,2020-09-14,Note text 9596
9597,50331,2021-01-05,Note text 9597
9598,156814,2020-04-17,Note text 9598
9599,45724,2022-10-11,Note text 9599
9600,440077,2021-10-27,Note text 9600
9601,260713,2023-07-11,Note text 9601
9602,24116,2022-03-19,Note text 9602
9603,290810,2023-10-15,Note text 9603
9604,208687,2020-01-13,Note text 9604
9605,148312,2021-05-25,Note text 9605
9606,208145,2022-11-30,Note text 9606
9607,123593,2023-05-18,Note text 9607
9608,299571,2020-01-08,Note text 9608
9609,270667,2021-08-07,Note text 9609
9610,385843,2022-04-22,Note text 9610
9611,209600,2023-10-16,Note text 9611
9612,168809,2022-07-31,Note text 9612
9613,451855,2022-03-16,Note text 9613
9614,93701,2021-02-23,Note text 9614
9615,113548,2021-09-19,Note text 9615
9616,16540,2020-03-11,Note text 9616
9617,486291,2021-06-28,Note text 9617
9618,486205,2023-12-31,Note text 9618
9619,294742,2020-07-17,Note text 9619
9620,367354,2020-11-06,Note text 9620
9621,235628,2020-01-15,Note text 9621
9622,261336,2021-10-29,Note text 9622
9623,332291,2022-11-27,Note text 9623
9624,475502,2021-08-17,Note text 9624
9625,467480,2022-01-03,Note text 9625
9626,35068,2023-01-21,Note text 9626
9627,277661,2021-01-04,Note text 9627
9628,256279,2022-10-30,Note text 9628
9629,443301,2022-01-28,Note text 9629
9630,487062,2022-08-11,Note text 9630
9631,125977,2023-07-21,Note text 9631
9632,204955,2022-10-11,Note text 9632
9633,453303,2021-07-07,Note text 9633
9634,172619,2023-12-10,Note text 9634
9635,13234,2022-12-05,Note text 9635
9636,39768,2021-07-16,Note text 9636
9637,496948,2021-07-25,Note text 9637
9638,26424,2022-10-25,Note text 9638
9639,332820,2023-04-25,Note text 9639
9640,66813,2021-11-04,Note text 9640
9641,131022,2021-04-17,Note text 9641
9642,146876,2023-06-08,Note text 9642
9643,433484,2023-03-26,Note text 9643
9644,343059,2020-02-12,Note text 9644
9645,149671,2023-10-05,Note text 9645
9646,336580,2021-12-29,Note text 9646
9647,274428,2023-01-05,Note text 9647
9648,418635,2023-06-06,Note text 9648
9649,131730,2021-09-02,Note text 9649
9650,225764,2021-01-31,Note text 9650
9651,275306,2020-12-18,Note text 9651
9652,388282,2023-09-29,Note text 9652
9653,180950,2021-05-18,Note text 9653
9654,89214,2022-09-18,Note text 9654
9655,265164,2022-03-29,Note text 9655
9656,386275,2020-12-01,Note text 9656
9657,289097,2022-08-12,Note text 9657
9658,138552,2021-05-05,Note text 9658
9659,425241,2022-07-25,Note text 9659
9660,452118,2023-07-12,Note text 9660
9661,442046,2021-02-09,Note text 9661
9662,229163,2021-11-04,Note text 9662
9663,95868,2020-04-06,Note text 9663
9664,362661,2020-05-06,Note text 9664
9665,162194,2021-02-14,Note text 9665
9666,134841,2023-02-23,Note text 9666
9667,360240,2022-07-19,Note text 9667
9668,186223,2023-10-15,Note text 9668
9669,248272,2020-12-15,Note text 9669
9670,236631,2021-01-06,Note text 9670
9671,148002,2023-11-28,Note text 9671
9672,28867,2020-01-24,Note text 9672
9673,212377,2023-06-05,Note text 9673
9674,19374,2022-05-03,Note text 9674
9675,339638,2022-03-30,Note text 9675
9676,471812,2021-09-16,Note text 9676
9677,137412,2021-12-21,Note text 9677
9678,430109,2020-01-09,Note text 9678
9679,213113,2022-01-01,Note text 9679
9680,390651,2022-09-27,Note text 9680
9681,353978,2022-10-10,Note text 9681
9682,254622,2022-10-11,Note text 9682
9683,496949,2022-07-16,Note text 9683
9684,33645,2021-02-28,Note text 9684
9685,494284,2023-02-25,Note text 9685
9686,263983,2022-08-04,Note text 9686
9687,257456,2022-08-13,Note text 9687
9688,289169,2022-05-13,Note text 9688
9689,36724,2021-06-18,Note text 9689
9690,168223,2021-06-15,Note text 9690
9691,111175,2021-12-12,Note text 9691
9692,323004,2023-12-03,Note text 9692
9693,457520,2021-04-16,Note text 9693
9694,212121,2022-09-11,Note text 9694
9695,473949,2023-09-10,Note text 9695
9696,279509,2023-06-11,Note text 9696
9697,87150,2022-05-24,Note text 9697
9698,14915,2023-03-27,Note text 9698
9699,85368,2020-04-09,Note text 9699
9700,129953,2020-01-02,Note text 9700
9701,197884,2023-03-26,Note text 9701
9702,348821,2021-03-30,Note text 9702
9703,271195,2023-03-31,Note text 9703
9704,133710,2023-02-04,Note text 9704
9705,276959,2021-03-18,Note text 9705
9706,98143,2021-02-06,Note text 9706
9707,356028,2023-09-17,Note text 9707
9708,348329,2020-12-15,Note text 9708
9709,199344,2021-12-01,Note text 9709
9710,409624,2022-04-25,Note text 9710
9711,163396,2021-02-26,Note text 9711
9712,313923,2023-05-27,Note text 9712
9713,150648,2022-08-08,Note text 9713
9714,92395,2020-10-29,Note text 9714
9715,30739,2022-03-01,Note text 9715
9716,292066,2023-01-01,Note text 9716
9717,334884,2023-03-13,Note text 9717
9718,182712,2021-04-26,Note text 9718
9719,346327,2021-09-25,Note text 9719
9720,103330,2022-03-09,Note text 9720
9721,308170,2021-05-27,Note text 9721
9722,260476,2023-07-04,Note text 9722
9723,388170,2021-08-20,Note text 9723
9724,431859,2022-12-13,Note text 9724
9725,125044,2020-11-21,Note text 9725
9726,441164,2021-04-10,Note text 9726
9727,161331,2021-01-08,Note text 9727
9728,316040,2023-01-24,Note text 9728
9729,142753,2023-04-23,Note text 9729
9730,254754,2022-05-26,Note text 9730
9731,206772,2022-01-01,Note text 9731
9732,17747,2021-09-16,Note text 9732
9733,360174,2022-03-28,Note text 9733
9734,446084,2021-08-08,Note text 9734
9735,406507,2022-03-13,Note text 9735
9736,334782,2020-01-24,Note text 9736
9737,149739,2020-09-08,Note text 9737
9738,270387,2021-03-30,Note text 9738
9739,254512,2023-04-03,Note text 9739
9740,68203,2021-09-28,Note text 9740
9741,6984,2020-07-07,Note text 9741
9742,5504,2023-07-31,Note text 9742
9743,211013,2021-11-20,Note text 9743
9744,192004,2020-03-12,Note text 9744
9745,457885,2023-04-26,Note text 9745
9746,165581,2022-08-22,Note text 9746
9747,124811,2023-09-06,Note text 9747
9748,413501,2021-05-11,Note text 9748
9749,254520,2023-03-01,Note text 9749
9750,197389,2020-03-26,Note text 9750
9751,349204,2020-11-02,Note text 9751
9752,14060,2022-09-20,Note text 9752
9753,298850,2022-05-09,Note text 9753
9754,323003,2022-11-04,Note text 9754
9755,425419,2022-08-10,Note text 9755
9756,227325,2022-07-16,Note text 9756
9757,112626,2021-03-03,Note text 9757
9758,48338,2022-12-12,Note text 9758
9759,149661,2020-02-08,Note text 9759
9760,294764,2020-07-28,Note text 9760
9761,112302,2020-02-05,Note text 9761
9762,78651,2020-08-25,Note text 9762
9763,50959,2021-02-19,Note text 9763
9764,277072,2020-04-29,Note text 9764
9765,377867,2023-08-16,Note text 9765
9766,495876,2020-03-05,Note text 9766
9767,139763,2020-02-25,Note text 9767
9768,135242,2022-04-11,Note text 9768
9769,8400,2021-06-18,Note text 9769
9770,248634,2020-02-29,Note text 9770
9771,358809,2021-07-27,Note text 9771
9772,14377,2021-02-07,Note text 9772
9773,153230,2022-12-19,Note text 9773
9774,284863,2022-08-30,Note text 9774
9775,78958,2023-08-27,Note text 9775
9776,454809,2022-01-15,Note text 9776
9777,366874,2021-05-10,Note text 9777
9778,63763,2020-04-20,Note text 9778
9779,41279,2021-02-04,Note text 9779
9780,405884,2020-12-16,Note text 9780
9781,143989,2023-03-04,Note text 9781
9782,256026,2020-01-05,Note text 9782
9783,390639,2020-04-06,Note text 9783
9784,396019,2022-08-13,Note text 9784
9785,30146,2021-08-25,Note text 9785
9786,63523,2023-09-23,Note text 9786
9787,143782,2023-11-16,Note text 9787
9788,201622,2022-07-16,Note text 9788
9789,96067,2020-01-22,Note text 9789
9790,99427,2021-07-31,Note text 9790
9791,123363,2023-10-14,Note text 9791
9792,355191,2021-09-03,Note text 9792
9793,80332,2021-10-14,Note text 9793
9794,425435,2022-04-29,Note text 9794
9795,161089,2021-09-06,Note text 9795
9796,184536,2021-01-22,Note text 9796
9797,256202,2021-01-13,Note text 9797
9798,228316,2023-03-10,Note text 9798
9799,401116,2021-08-20,Note text 9799
9800,176017,2022-06-30,Note text 9800
9801,371184,2021-01-01,Note text 9801
9802,438489,2022-06-22,Note text 9802
9803,105245,2021-12-08,Note text 9803
9804,390939,2023-04-19,Note text 9804
9805,142206,2020-11-23,Note text 9805
9806,147248,2022-09-04,Note text 9806
9807,296793,2020-10-23,Note text 9807
9808,453137,2020-01-19,Note text 9808
9809,248681,2023-12-25,Note text 9809
9810,184151,2021-07-25,Note text 9810
9811,117380,2022-04-15,Note text 9811
9812,32316,2021-12-01,Note text 9812
9813,496180,2023-01-04,Note text 9813
9814,203692,2020-11-24,Note text 9814
9815,284463,2020-11-18,Note text 9815
9816,498462,2022-04-26,Note text 9816
9817,165780,2020-01-07,Note text 9817
9818,297455,2020-11-04,Note text 9818
9819,23744,2023-05-02,Note text 9819
9820,115791,2023-02-16,Note text 9820
9821,327487,2021-02-09,Note text 9821
9822,328843,2021-08-24,Note text 9822
9823,326603,2021-12-21,Note text 9823
9824,173764,2023-01-15,Note text 9824
9825,14019,2022-09-23,Note text 9825
9826,72689,2020-11-22,Note text 9826
9827,95499,2023-06-16,Note text 9827
9828,287066,2021-01-17,Note text 9828
9829,22168,2021-03-31,Note text 9829
9830,293216,2020-08-11,Note text 9830
9831,468211,2023-10-08,Note text 9831
9832,314488,2021-11-25,Note text 9832
9833,348763,2020-05-20,Note text 9833
9834,242828,2020-01-08,Note text 9834
9835,150211,2020-02-20,Note text 9835
9836,6203,2021-09-18,Note text 9836
9837,91712,2022-11-06,Note text 9837
9838,360453,2021-12-10,Note text 9838
9839,390009,2020-05-30,Note text 9839
9840,223037,2021-05-01,Note text 9840
9841,123748,2022-07-28,Note text 9841
9842,238977,2021-08-13,Note text 9842
9843,475483,2022-08-03,Note text 9843
9844,65607,2021-06-10,Note text 9844
9845,418340,2021-01-08,Note text 9845
9846,301394,2020-11-03,Note text 9846
9847,300723,2022-01-01,Note text 9847
9848,177597,2021-08-28,Note text 9848
9849,198658,2023-09-03,Note text 9849
9850,248010,2020-04-22,Note text 9850
9851,142695,2021-11-27,Note text 9851
9852,212305,2020-09-08,Note text 9852
9853,172748,2023-10-05,Note text 9853
9854,455733,2023-09-14,Note text 9854
9855,142500,2022-07-31,Note text 9855
9856,220584,2021-09-03,Note text 9856
9857,238234,2022-03-05,Note text 9857
9858,257443,2021-07-16,Note text 9858
9859,194076,2021-12-18,Note text 9859
9860,417039,2023-10-10,Note text 9860
9861,416900,2020-06-06,Note text 9861
9862,304768,2021-01-19,Note text 9862
9863,201921,2021-12-14,Note text 9863
9864,108830,2023-04-12,Note text 9864
9865,109239,2020-06-12,Note text 9865
9866,273958,2023-04-21,Note text 9866
9867,244988,2022-09-07,Note text 9867
9868,53689,2022-12-13,Note text 9868
9869,166923,2021-04-20,Note text 9869
9870,201389,2020-03-28,Note text 9870
9871,234808,2022-08-03,Note text 9871
9872,347173,2023-04-18,Note text 9872
9873,119984,2021-05-08,Note text 9873
9874,252463,2020-03-08,Note text 9874
9875,209991,2020-10-10,Note text 9875
9876,251541,2021-05-18,Note text 9876
9877,90174,2021-08-29,Note text 9877
9878,308235,2023-08-29,Note text 9878
9879,292187,2020-01-22,Note text 9879
9880,381123,2021-03-14,Note text 9880
9881,71027,2021-04-04,Note text 9881
9882,470857,2023-10-06,Note text 9882
9883,57133,2022-04-20,Note text 9883
9884,118455,2021-01-07,Note text 9884
9885,64599,2021-02-09,Note text 9885
9886,223355,2020-06-11,Note text 9886
9887,243353,2023-04-27,Note text 9887
9888,236958,2022-12-30,Note text 9888
9889,330083,2022-09-18,Note text 9889
9890,4881,2023-12-23,Note text 9890
9891,178904,2020-10-19,Note text 9891
9892,360974,2022-06-21,Note text 9892
9893,139037,2020-08-02,Note text 9893
9894,262813,2020-04-03,Note text 9894
9895,141702,2020-07-19,Note text 9895
9896,122741,2023-01-08,Note text 9896
9897,481041,2022-04-05,Note text 9897
9898,234027,2020-01-03,Note text 9898
9899,22382,2021-10-18,Note text 9899
9900,191552,2020-10-03,Note text 9900
9901,474482,2020-01-03,Note text 9901
9902,305915,2023-12-05,Note text 9902
9903,147587,2023-10-17,Note text 9903
9904,349214,2021-02-10,Note text 9904
9905,83464,2022-11-14,Note text 9905
9906,442012,2020-08-24,Note text 9906
9907,32767,2022-03-29,Note text 9907
9908,370590,2022-01-10,Note text 9908
9909,268655,2022-11-03,Note text 9909
9910,403941,2022-11-05,Note text 9910
9911,239906,2020-05-05,Note text 9911
9912,241608,2021-07-10,Note text 9912
9913,434738,2021-08-31,Note text 9913
9914,476937,2022-07-26,Note text 9914
9915,259231,2021-08-25,Note text 9915
9916,244051,2022-12-10,Note text 9916
9917,188869,2022-01-02,Note text 9917
9918,370889,2022-10-18,Note text 9918
9919,358342,2023-10-09,Note text 9919
9920,65216,2022-06-04,Note text 9920
9921,398964,2023-03-22,Note text 9921
9922,10291,2022-09-02,Note text 9922
9923,284874,2021-11-19,Note text 9923
9924,232368,2023-05-22,Note text 9924
9925,460482,2021-07-30,Note text 9925
9926,396607,2020-09-06,Note text 9926
9927,499072,2022-09-23,Note text 9927
9928,293771,2020-10-21,Note text 9928
9929,31354,2022-02-22,Note text 9929
9930,331631,2020-12-20,Note text 9930
9931,212182,2021-01-28,Note text 9931
9932,230744,2023-03-05,Note text 9932
9933,177285,2022-07-18,Note text 9933
9934,15728,2023-05-29,Note text 9934
9935,344130,2020-05-21,Note text 9935
9936,107800,2022-03-30,Note text 9936
9937,204524,2023-12-08,Note text 9937
9938,445396,2021-08-29,Note text 9938
9939,32300,2020-11-28,Note text 9939
9940,486386,2022-03-10,Note text 9940
9941,299360,2021-11-02,Note text 9941
9942,7255,2023-10-12,Note text 9942
9943,124513,2020-08-21,Note text 9943
9944,331807,2021-02-13,Note text 9944
9945,119967,2023-01-03,Note text 9945
9946,14228,2021-08-04,Note text 9946
9947,235480,2021-12-11,Note text 9947
9948,168119,2023-08-24,Note text 9948
9949,375242,2021-04-11,Note text 9949
9950,84695,2021-04-04,Note text 9950
9951,143661,2020-09-06,Note text 9951
9952,395103,2023-03-11,Note text 9952
9953,102674,2022-02-02,Note text 9953
9954,157884,2020-01-18,Note text 9954
9955,346367,2023-11-17,Note text 9955
9956,403811,2023-01-28,Note text 9956
9957,155415,2021-01-02,Note text 9957
9958,318715,2022-05-09,Note text 9958
9959,97969,2020-10-14,Note text 9959
9960,5073,2023-01-17,Note text 9960
9961,56090,2022-05-21,Note text 9961
9962,256529,2023-08-20,Note text 9962
9963,249229,2021-08-15,Note text 9963
9964,465236,2020-03-18,Note text 9964
9965,161587,2020-09-18,Note text 9965
9966,21368,2021-01-11,Note text 9966
9967,6177,2023-01-07,Note text 9967
9968,418382,2021-11-30,Note text 9968
9969,392104,2022-04-06,Note text 9969
9970,416508,2023-01-21,Note text 9970
9971,132337,2021-01-24,Note text 9971
9972,252350,2021-07-24,Note text 9972
9973,176840,2022-09-24,Note text 9973
9974,265004,2021-02-22,Note text 9974
9975,253395,2023-10-28,Note text 9975
9976,66203,2021-02-11,Note text 9976
9977,216593,2023-06-11,Note text 9977
9978,179538,2020-05-31,Note text 9978
9979,14405,2021-11-17,Note text 9979
9980,221618,2022-01-23,Note text 9980
9981,459114,2020-05-22,Note text 9981
9982,391629,2021-02-02,Note text 9982
9983,216665,2021-02-01,Note text 9983
9984,35056,2021-10-05,Note text 9984
9985,8803,2021-09-19,Note text 9985
9986,51966,2023-01-31,Note text 9986
9987,276101,2022-05-17,Note text 9987
9988,467225,2021-03-25,Note text 9988
9989,461239,2023-01-07,Note text 9989
9990,175845,2023-07-24,Note text 9990
9991,302429,2022-10-06,Note text 9991
9992,478069,2023-02-14,Note text 9992
9993,331115,2020-02-17,Note text 9993
9994,279778,2021-09-08,Note text 9994
9995,238071,2021-12-22,Note text 9995
9996,258177,2021-10-18,Note text 9996
9997,351738,2023-05-10,Note text 9997
9998,145065,2021-03-19,Note text 9998
9999,23286,2020-04-23,Note text 9999
10000,43445,2023-11-21,Note text 10000
10001,335128,2021-07-02,Note text 10001
10002,180297,2023-01-24,Note text 10002
10003,275304,2022-01-31,Note text 10003
10004,75788,2021-08-05,Note text 10004
10005,86905,2020-12-30,Note text 10005
10006,167654,2023-11-10,Note text 10006
10007,30037,2023-05-15,Note text 10007
10008,327856,2020-10-22,Note text 10008
10009,474352,2022-12-01,Note text 10009
10010,301660,2022-10-23,Note text 10010
10011,495746,2021-06-17,Note text 10011
10012,20130,2020-04-26,Note text 10012
10013,421999,2021-03-18,Note text 10013
10014,285538,2023-10-23,Note text 10014
10015,61837,2022-01-24,Note text 10015
10016,347463,2021-02-03,Note text 10016
10017,241666,2020-02-24,Note text 10017
10018,376067,2022-12-13,Note text 10018
10019,187059,2020-10-26,Note text 10019
10020,188524,2022-08-03,Note text 10020
10021,308362,2023-05-11,Note text 10021
10022,76054,2023-05-25,Note text 10022
10023,247261,2023-11-03,Note text 10023
10024,301843,2020-08-26,Note text 10024
10025,476129,2022-01-26,Note text 10025
10026,88317,2021-04-14,Note text 10026
10027,427582,2021-10-30,Note text 10027
10028,193614,2020-09-28,Note text 10028
10029,15345,2020-10-03,Note text 10029
10030,482002,2023-03-03,Note text 10030
10031,199457,2021-02-13,Note text 10031
10032,164556,2020-03-25,Note text 10032
10033,20607,2022-01-09,Note text 10033
10034,338901,2021-01-31,Note text 10034
10035,495486,2021-11-02,Note text 10035
10036,218261,2020-06-19,Note text 10036
10037,12948,2021-08-18,Note text 10037
10038,190590,2021-06-28,Note text 10038
10039,337435,2020-12-09,Note text 10039
10040,165779,2023-11-13,Note text 10040
10041,80977,2022-10-14,Note text 10041
10042,444939,2020-01-14,Note text 10042
10043,54122,2022-04-12,Note text 10043
10044,296108,2021-03-10,Note text 10044
10045,320115,2022-02-08,Note text 10045
10046,336158,2023-12-20,Note text 10046
10047,294536,2021-06-25,Note text 10047
10048,124043,2021-05-17,Note text 10048
10049,166686,2022-07-16,Note text 10049
10050,156073,2020-04-09,Note text 10050
10051,159873,2023-06-29,Note text 10051
10052,120521,2021-12-12,Note text 10052
10053,171439,2020-01-09,Note text 10053
10054,59868,2023-03-19,Note text 10054
10055,3886,2022-01-10,Note text 10055
10056,285648,2020-10-09,Note text 10056
10057,215158,2023-06-03,Note text 10057
10058,201442,2021-05-23,Note text 10058
10059,3818,2022-09-27,Note text 10059
10060,28305,2023-10-13,Note text 10060
10061,160609,2023-09-13,Note text 10061
10062,154855,2022-07-11,Note text 10062
10063,458888,2023-01-21,Note text 10063
10064,32083,2023-10-15,Note text 10064
10065,221182,2021-06-26,Note text 10065
10066,40757,2020-06-06,Note text 10066
10067,73153,2021-09-02,Note text 10067
10068,346874,2020-08-02,Note text 10068
10069,172445,2020-01-04,Note text 10069
10070,96650,2022-12-13,Note text 10070
10071,435626,2022-10-11,Note text 10071
10072,91105,2021-10-02,Note text 10072
10073,196627,2020-07-02,Note text 10073
10074,438141,2020-03-18,Note text 10074
10075,1265,2021-11-24,Note text 10075
10076,227129,2021-06-07,Note text 10076
10077,255683,2020-09-11,Note text 10077
10078,381314,2022-11-18,Note text 10078
10079,46270,2022-06-20,Note text 10079
10080,393709,2022-01-21,Note text 10080
10081,209189,2020-07-22,Note text 10081
10082,398033,2020-10-17,Note text 10082
10083,77338,2020-12-21,Note text 10083
10084,178680,2020-05-12,Note text 10084
10085,110105,2020-08-17,Note text 10085
10086,312713,2023-06-23,Note text 10086
10087,303729,2023-11-23,Note text 10087
10088,320222,2023-09-02,Note text 10088
10089,260610,2023-08-21,Note text 10089
10090,29005,2022-01-25,Note text 10090
10091,341943,2021-08-09,Note text 10091
10092,377150,2022-05-25,Note text 10092
10093,210118,2022-05-26,Note text 10093
10094,173933,2021-04-09,Note text 10094
10095,150263,2023-01-18,Note text 10095
10096,116756,2021-12-07,Note text 10096
10097,209962,2023-07-03,Note text 10097
10098,473137,2023-02-02,Note text 10098
10099,418693,2023-10-15,Note text 10099
10100,409814,2022-11-02,Note text 10100
10101,116697,2022-03-19,Note text 10101
10102,88369,2021-04-13,Note text 10102
10103,150189,2020-11-09,Note text 10103
10104,31093,2021-12-22,Note text 10104
10105,69764,2021-02-25,Note text 10105
10106,90346,2022-06-05,Note text 10106
10107,134528,2023-11-21,Note text 10107
10108,184205,2021-02-19,Note text 10108
10109,125030,2023-06-05,Note text 10109
10110,184783,2020-12-19,Note text 10110
10111,462783,2023-04-04,Note text 10111
10112,336131,2023-12-15,Note text 10112
10113,139789,2023-11-01,Note text 10113
10114,349469,2021-07-25,Note text 10114
10115,248004,2020-05-17,Note text 10115
10116,178607,2023-11-02,Note text 10116
10117,363619,2023-01-05,Note text 10117
10118,490964,2020-07-10,Note text 10118
10119,211046,2023-05-27,Note text 10119
10120,356201,2023-07-24,Note text 10120
10121,289356,2020-05-20,Note text 10121
10122,78804,2023-11-01,Note text 10122
10123,170916,2020-03-02,Note text 10123
10124,223011,2023-04-25,Note text 10124
10125,21252,2020-06-02,Note text 10125
10126,238630,2020-12-01,Note text 10126
10127,496648,2020-12-29,Note text 10127
10128,18516,2021-07-22,Note text 10128
10129,284262,2022-12-26,Note text 10129
10130,174926,2020-07-15,Note text 10130
10131,390658,2021-06-11,Note text 10131
10132,70334,2023-12-19,Note text 10132
10133,354410,2022-10-21,Note text 10133
10134,172673,2022-10-08,Note text 10134
10135,132056,2021-05-09,Note text 10135
10136,34940,2022-10-31,Note text 10136
10137,8059,2020-05-28,Note text 10137
10138,148919,2022-02-16,Note text 10138
10139,117086,2021-04-20,Note text 10139
10140,461334,2022-10-11,Note text 10140
10141,155576,2021-11-13,Note text 10141
10142,394029,2022-07-22,Note text 10142
10143,133808,2022-05-24,Note text 10143
10144,461715,2023-01-26,Note text 10144
10145,378433,2020-09-19,Note text 10145
10146,344484,2020-11-09,Note text 10146
10147,401922,2021-03-24,Note text 10147
10148,20598,2020-02-28,Note text 10148
10149,414814,2021-02-06,Note text 10149
10150,379692,2021-08-18,Note text 10150
10151,54981,2020-03-01,Note text 10151
10152,186214,2020-02-24,Note text 10152
10153,458650,2023-06-29,Note text 10153
10154,156616,2022-05-26,Note text 10154
10155,262749,2023-06-19,Note text 10155
10156,61190,2022-04-12,Note text 10156
10157,415930,2020-05-17,Note text 10157
10158,192569,2021-03-27,Note text 10158
10159,315759,2023-03-05,Note text 10159
10160,103390,2023-03-17,Note text 10160
10161,344979,2020-02-08,Note text 10161
10162,475470,2020-11-19,Note text 10162
10163,291475,2020-01-31,Note text 10163
10164,233566,2020-11-02,Note text 10164
10165,4087,2021-08-12,Note text 10165
10166,167383,2023-11-16,Note text 10166
10167,374031,2022-03-10,Note text 10167
10168,433021,2023-02-27,Note text 10168
10169,331668,2023-09-15,Note text 10169
10170,312228,2021-10-13,Note text 10170
10171,286870,2023-02-24,Note text 10171
10172,307958,2022-04-15,Note text 10172
10173,228461,2022-03-25,Note text 10173
10174,31408,2023-07-20,Note text 10174
10175,326347,2023-08-24,Note text 10175
10176,178921,2022-12-06,Note text 10176
10177,349783,2020-08-15,Note text 10177
10178,102979,2020-10-10,Note text 10178
10179,167978,2020-01-23,Note text 10179
10180,267227,2021-04-07,Note text 10180
10181,81565,2023-06-06,Note text 10181
10182,74717,2021-03-20,Note text 10182
10183,261941,2021-10-29,Note text 10183
10184,17184,2021-04-29,Note text 10184
10185,349170,2022-03-14,Note text 10185
10186,208924,2023-12-03,Note text 10186
10187,413062,2022-08-13,Note text 10187
10188,452266,2021-10-11,Note text 10188
10189,210797,2021-04-29,Note text 10189
10190,490671,2022-11-25,Note text 10190
10191,196147,2022-05-25,Note text 10191
10192,134691,2020-02-28,Note text 10192
10193,331243,2023-10-27,Note text 10193
10194,52051,2021-09-18,Note text 10194
10195,384351,2023-07-04,Note text 10195
10196,143951,2022-02-14,Note text 10196
10197,429113,2023-07-16,Note text 10197
10198,385404,2020-09-30,Note text 10198
10199,227130,2023-02-27,Note text 10199
10200,458087,2022-03-12,Note text 10200
10201,425727,2020-12-25,Note text 10201
10202,132119,2021-08-08,Note text 10202
10203,496534,2020-12-08,Note text 10203
10204,445988,2020-04-14,Note text 10204
10205,418067,2021-01-02,Note text 10205
10206,175632,2023-05-20,Note text 10206
10207,381749,2020-12-02,Note text 10207
10208,36808,2021-01-02,Note text 10208
10209,419569,2020-07-08,Note text 10209
10210,182487,2023-10-18,Note text 10210
10211,264526,2021-05-12,Note text 10211
10212,211353,2023-02-18,Note text 10212
10213,328746,2020-08-17,Note text 10213
10214,406408,2023-04-03,Note text 10214
10215,470917,2023-09-26,Note text 10215
10216,206685,2021-07-11,Note text 10216
10217,218968,2022-06-10,Note text 10217
10218,48083,2020-01-06,Note text 10218
10219,485190,2023-06-25,Note text 10219
10220,364721,2023-09-18,Note text 10220
10221,402665,2021-07-03,Note text 10221
10222,239233,2021-08-25,Note text 10222
10223,125181,2021-11-10,Note text 10223
10224,374889,2022-11-14,Note text 10224
10225,140091,2023-09-13,Note text 10225
10226,340471,2022-03-01,Note text 10226
10227,468631,2020-11-28,Note text 10227
10228,483567,2022-10-21,Note text 10228
10229,50032,2023-01-14,Note text 10229
10230,455775,2022-04-23,Note text 10230
10231,5644,2023-03-07,Note text 10231
10232,208441,2020-06-22,Note text 10232
10233,6501,2023-08-27,Note text 10233
