interview_id,application_id,interview_round,interview_date,feedback
23207,227134,1,2020-03-23,Average
23208,177041,2,2023-04-04,Excellent
23209,200611,2,2022-09-08,Poor
23210,463375,3,2023-02-15,Poor
23211,306805,3,2022-08-02,Average
23212,342299,2,2022-05-26,Excellent
23213,248089,1,2020-12-10,Excellent
23214,27326,3,2020-09-15,Excellent
23215,382120,4,2023-01-11,Poor
23216,448211,3,2022-02-13,Good
23217,322017,1,2020-04-12,Excellent
23218,459785,5,2021-07-02,Excellent
23219,233750,5,2023-06-25,Good
23220,390647,2,2021-05-18,Good
23221,106389,5,2023-08-29,Excellent
23222,62422,4,2023-10-27,Poor
23223,297174,4,2020-05-28,Poor
23224,33643,4,2020-02-12,Excellent
23225,214975,1,2023-01-19,Average
23226,256324,3,2022-01-08,Excellent
23227,438270,4,2021-11-12,Good
23228,158509,2,2022-05-13,Good
23229,212078,4,2021-08-16,Average
23230,251871,4,2022-01-12,Average
23231,350464,5,2021-03-02,Excellent
23232,335002,4,2021-12-11,Poor
23233,214986,4,2022-10-27,Excellent
23234,112204,1,2022-07-03,Poor
23235,86194,1,2020-06-07,Average
23236,118108,2,2023-01-14,Average
23237,326165,2,2020-03-03,Good
23238,99831,1,2023-04-22,Good
23239,384386,5,2022-03-30,Average
23240,170596,3,2023-11-16,Excellent
23241,338978,1,2023-02-03,Poor
23242,366837,4,2020-05-19,Average
23243,448610,4,2022-04-18,Poor
23244,234406,5,2020-10-29,Good
23245,65640,5,2022-01-02,Poor
23246,19527,1,2021-02-14,Poor
23247,46200,1,2022-03-20,Excellent
23248,64397,5,2022-10-30,Average
23249,126945,3,2022-08-12,Excellent
23250,110801,1,2022-05-28,Good
23251,78241,3,2020-06-28,Good
23252,109409,4,2023-07-17,Good
23253,456305,1,2022-12-31,Excellent
23254,153501,3,2021-09-07,Poor
23255,438458,1,2022-02-22,Poor
23256,459449,1,2023-11-25,Excellent
23257,484062,2,2020-11-28,Good
23258,143908,1,2022-10-30,Poor
23259,132483,1,2020-10-19,Average
23260,312699,2,2020-11-24,Good
23261,232529,2,2020-04-09,Average
23262,291921,4,2020-04-09,Good
23263,438238,1,2020-03-20,Good
23264,397420,5,2023-01-18,Excellent
23265,42193,2,2020-04-06,Average
23266,25200,5,2021-05-11,Excellent
23267,496092,1,2021-06-20,Good
23268,342106,2,2023-04-03,Good
23269,85702,3,2022-09-26,Excellent
23270,460605,5,2022-09-02,Excellent
23271,241833,3,2020-07-19,Good
23272,433431,3,2020-08-14,Excellent
23273,40052,3,2022-04-02,Average
23274,471377,2,2023-11-10,Good
23275,407915,3,2021-09-19,Average
23276,101154,4,2023-03-05,Poor
23277,5727,2,2020-04-16,Good
23278,151486,2,2022-08-26,Excellent
23279,348406,5,2023-08-26,Good
23280,334756,5,2023-11-12,Good
23281,432922,4,2021-06-07,Excellent
23282,430281,5,2022-04-21,Good
23283,416092,4,2020-01-23,Good
23284,305080,4,2020-11-30,Excellent
23285,42105,4,2022-10-10,Average
23286,62593,3,2022-03-10,Poor
23287,81304,4,2020-11-21,Poor
23288,11675,4,2020-03-30,Poor
23289,487160,5,2021-09-22,Excellent
23290,323126,1,2020-06-19,Excellent
23291,148788,1,2021-02-15,Good
23292,253335,5,2020-02-08,Poor
23293,192826,5,2021-06-20,Excellent
23294,83235,1,2023-06-06,Excellent
23295,162525,4,2022-01-10,Average
23296,171225,2,2023-06-18,Poor
23297,460597,3,2022-11-05,Excellent
23298,1903,3,2022-02-20,Good
23299,237678,4,2021-12-23,Excellent
23300,128994,3,2022-01-08,Excellent
23301,318443,3,2020-05-24,Excellent
23302,60651,2,2023-12-03,Good
23303,483694,1,2020-05-27,Excellent
23304,449787,5,2021-09-07,Poor
23305,282626,1,2020-07-07,Good
23306,164099,3,2022-01-03,Poor
23307,447094,2,2022-12-09,Excellent
23308,457019,1,2022-02-26,Excellent
23309,217968,4,2020-09-12,Excellent
23310,312255,4,2022-06-20,Excellent
23311,356693,3,2021-07-16,Good
23312,29658,1,2022-01-06,Excellent
23313,255830,3,2022-02-19,Poor
23314,156409,1,2021-04-22,Poor
23315,440393,3,2021-06-12,Excellent
23316,180343,2,2021-04-12,Poor
23317,362172,5,2021-06-24,Excellent
23318,142571,5,2022-09-16,Poor
23319,114265,5,2021-09-12,Average
23320,90837,1,2022-03-04,Excellent
23321,456031,2,2021-08-12,Excellent
23322,190751,1,2022-05-16,Average
23323,260830,3,2021-09-26,Excellent
23324,13060,1,2022-05-22,Average
23325,230810,2,2023-12-02,Good
23326,113222,4,2022-07-25,Good
23327,480070,4,2020-05-26,Poor
23328,216990,5,2020-03-04,Good
23329,419508,2,2021-06-18,Poor
23330,449707,4,2020-05-30,Excellent
23331,474285,3,2020-11-17,Good
23332,145474,4,2023-05-25,Poor
23333,441882,1,2021-11-21,Excellent
23334,100501,5,2021-12-16,Good
23335,310873,5,2023-12-21,Average
23336,220885,2,2023-07-04,Average
23337,12680,5,2021-09-16,Poor
23338,393931,2,2023-05-24,Poor
23339,466427,1,2022-12-05,Poor
23340,238437,1,2021-02-03,Good
23341,124014,4,2023-04-15,Poor
23342,221826,2,2020-03-06,Average
23343,315146,3,2023-06-02,Average
23344,256100,4,2021-12-23,Average
23345,356374,5,2022-08-03,Poor
23346,422128,1,2021-08-03,Poor
23347,90241,5,2023-03-28,Average
23348,121838,3,2023-04-19,Average
23349,170609,1,2023-11-18,Excellent
23350,372956,4,2021-04-30,Poor
23351,75197,3,2020-07-16,Good
23352,189903,2,2023-11-26,Excellent
23353,486442,5,2023-06-12,Poor
23354,61147,1,2020-09-03,Average
23355,326598,5,2022-03-13,Average
23356,261173,4,2022-05-25,Average
23357,81669,4,2021-05-21,Average
23358,467224,2,2020-06-11,Excellent
23359,333247,4,2023-11-19,Average
23360,206841,5,2022-11-13,Poor
23361,225533,2,2022-03-29,Average
23362,262440,2,2020-10-23,Average
23363,17211,3,2023-03-15,Excellent
23364,470732,1,2022-02-26,Average
23365,32454,4,2020-08-29,Good
23366,166199,3,2020-05-15,Average
23367,310236,3,2020-07-15,Good
23368,124075,5,2023-06-08,Average
23369,49216,1,2022-09-25,Excellent
23370,55398,2,2022-05-10,Good
23371,347689,4,2022-02-27,Good
23372,476218,3,2020-06-23,Excellent
23373,63984,2,2021-11-21,Average
23374,471754,4,2023-11-16,Average
23375,11836,3,2020-01-26,Poor
23376,476719,5,2020-07-19,Poor
23377,492239,2,2022-10-28,Good
23378,209710,5,2021-03-05,Good
23379,110608,5,2022-02-14,Excellent
23380,322014,5,2021-02-03,Excellent
23381,289424,3,2021-11-24,Average
23382,277097,3,2021-11-12,Good
23383,82839,4,2021-11-19,Average
23384,497494,2,2023-05-22,Good
23385,403183,4,2021-10-06,Excellent
23386,128433,2,2021-11-16,Poor
23387,360584,4,2022-05-28,Excellent
23388,418024,5,2020-07-20,Poor
23389,406427,2,2023-10-12,Poor
23390,359814,2,2020-04-26,Good
23391,198208,4,2023-07-10,Average
23392,494118,2,2021-10-20,Excellent
23393,186923,5,2021-06-03,Poor
23394,300216,2,2021-04-11,Average
23395,102933,3,2021-03-05,Excellent
23396,342713,4,2020-08-16,Average
23397,421576,1,2022-08-27,Excellent
23398,97720,5,2020-03-31,Excellent
23399,415122,4,2022-03-08,Poor
23400,197962,5,2021-06-27,Good
23401,294657,3,2023-10-06,Excellent
23402,55077,2,2020-06-18,Good
23403,41808,3,2022-11-23,Average
23404,96265,4,2020-06-23,Excellent
23405,207600,4,2021-09-18,Poor
23406,346332,2,2023-10-01,Average
23407,262701,3,2021-12-13,Poor
23408,371285,2,2021-07-02,Good
23409,153707,2,2021-01-13,Poor
23410,11038,3,2022-01-11,Average
23411,420127,4,2022-08-26,Average
23412,208260,2,2023-02-23,Poor
23413,452578,3,2021-11-28,Excellent
23414,203067,3,2022-07-19,Poor
23415,57298,2,2021-09-25,Average
23416,357000,1,2022-03-30,Poor
23417,129021,1,2023-09-12,Good
23418,430616,3,2021-11-05,Average
23419,226776,5,2023-05-08,Good
23420,83105,1,2023-03-25,Good
23421,378535,1,2022-05-18,Average
23422,137086,1,2023-03-14,Good
23423,486586,5,2021-08-08,Average
23424,383811,2,2023-12-28,Poor
23425,175831,5,2022-04-23,Poor
23426,141444,3,2022-05-18,Poor
23427,400185,5,2021-02-11,Poor
23428,474779,4,2020-11-18,Excellent
23429,72907,3,2021-08-21,Good
23430,269544,4,2022-08-13,Good
23431,120254,5,2022-11-07,Average
23432,25572,4,2020-12-22,Average
23433,294208,5,2020-04-15,Average
23434,321575,5,2021-05-27,Excellent
23435,484330,3,2022-06-05,Good
23436,139295,2,2023-09-13,Excellent
23437,223727,1,2021-06-02,Poor
23438,396354,2,2023-07-29,Average
23439,145238,2,2023-08-12,Average
23440,185797,1,2021-05-27,Excellent
23441,497306,2,2021-12-21,Excellent
23442,207777,1,2022-06-23,Average
23443,434319,1,2022-01-21,Poor
23444,435763,4,2021-01-04,Poor
23445,382857,3,2020-10-20,Poor
23446,465759,1,2022-03-01,Good
23447,281963,2,2020-11-21,Average
23448,140778,3,2023-10-15,Poor
23449,365611,3,2022-08-12,Good
23450,362862,2,2021-06-11,Average
23451,316840,5,2023-03-25,Average
23452,438081,4,2023-03-09,Excellent
23453,489494,5,2021-09-10,Excellent
23454,411314,4,2022-12-03,Average
23455,345828,5,2022-03-04,Average
23456,344031,2,2022-04-28,Average
23457,412929,1,2023-02-13,Poor
23458,396446,2,2023-03-26,Poor
23459,369248,3,2021-07-04,Excellent
23460,234457,4,2022-02-04,Good
23461,411245,3,2022-11-01,Average
23462,459944,4,2021-06-03,Average
23463,283860,2,2021-03-18,Average
23464,240099,2,2020-06-10,Poor
23465,10800,1,2021-07-15,Average
23466,82563,3,2023-11-09,Poor
23467,128043,2,2022-03-23,Good
23468,227890,2,2023-04-11,Average
23469,105928,5,2020-08-23,Good
23470,490167,3,2020-01-08,Poor
23471,191567,3,2022-05-22,Excellent
23472,184079,3,2020-11-18,Poor
23473,15707,3,2021-08-23,Average
23474,246252,5,2023-03-31,Average
23475,389939,2,2020-06-02,Poor
23476,118993,4,2020-06-02,Poor
23477,286093,1,2021-12-19,Poor
23478,74017,2,2022-07-17,Average
23479,118535,3,2020-12-11,Average
23480,400222,5,2023-07-19,Poor
23481,234575,5,2023-11-25,Average
23482,494990,2,2021-07-31,Poor
23483,151120,4,2021-09-17,Good
23484,414604,1,2022-09-28,Good
23485,59485,4,2020-03-06,Excellent
23486,442312,1,2023-07-04,Poor
23487,163428,1,2020-11-05,Good
23488,381771,4,2023-05-22,Poor
23489,320887,2,2023-03-04,Excellent
23490,491637,5,2021-05-10,Good
23491,263013,4,2022-07-27,Good
23492,367043,2,2023-03-04,Average
23493,390930,1,2022-10-12,Good
23494,86886,2,2021-07-11,Good
23495,361518,4,2021-02-15,Poor
23496,190108,2,2020-09-25,Excellent
23497,183670,4,2020-06-17,Excellent
23498,342438,3,2022-09-30,Excellent
23499,445641,4,2020-03-03,Poor
23500,447426,2,2020-05-16,Average
23501,483059,2,2023-01-15,Average
23502,482892,2,2023-08-04,Poor
23503,280983,4,2021-08-26,Average
23504,152399,2,2022-02-11,Good
23505,385098,4,2021-03-18,Average
23506,110364,4,2022-12-04,Average
23507,145755,5,2022-10-01,Average
23508,259105,4,2022-04-06,Average
23509,260311,4,2020-08-16,Average
23510,488448,2,2020-04-03,Excellent
23511,428909,1,2023-06-21,Average
23512,348334,2,2020-08-13,Excellent
23513,93857,3,2020-04-09,Excellent
23514,163178,5,2022-10-07,Excellent
23515,20006,4,2023-05-23,Poor
23516,233345,2,2022-02-15,Excellent
23517,133009,4,2021-08-13,Excellent
23518,17953,5,2023-12-26,Poor
23519,213567,1,2022-03-26,Poor
23520,311192,1,2021-06-07,Average
23521,135587,2,2021-04-11,Excellent
23522,122694,4,2021-03-24,Average
23523,293131,2,2022-08-04,Average
23524,2714,5,2021-11-10,Poor
23525,228365,2,2022-09-03,Poor
23526,262322,1,2022-01-20,Good
23527,176539,2,2021-08-30,Poor
23528,90535,4,2020-04-26,Poor
23529,279634,5,2023-07-06,Poor
23530,272434,5,2021-11-15,Excellent
23531,285565,4,2022-07-23,Average
23532,132133,1,2020-08-29,Good
23533,464728,5,2022-03-18,Excellent
23534,362166,1,2020-05-06,Good
23535,117870,5,2020-12-25,Average
23536,213554,1,2020-11-27,Good
23537,276415,4,2022-10-29,Good
23538,343387,3,2022-08-06,Poor
23539,175264,3,2023-12-11,Good
23540,174093,3,2023-02-21,Good
23541,225112,1,2023-12-01,Average
23542,122880,3,2023-03-13,Good
23543,334513,2,2022-02-13,Average
23544,198126,2,2020-09-07,Good
23545,277015,5,2022-08-27,Average
23546,489653,2,2023-10-10,Excellent
23547,346032,2,2021-12-29,Excellent
23548,122328,1,2023-07-21,Good
23549,450056,4,2021-05-29,Excellent
23550,162880,5,2020-06-10,Average
23551,118151,3,2022-01-10,Good
23552,390662,4,2020-10-17,Poor
23553,430568,1,2023-01-02,Poor
23554,54130,2,2020-06-04,Poor
23555,140913,5,2021-07-20,Average
23556,245020,2,2020-10-15,Excellent
23557,260814,2,2021-03-03,Good
23558,382408,5,2021-09-13,Poor
23559,55023,2,2022-08-22,Excellent
23560,291723,2,2023-12-09,Good
23561,221326,2,2021-01-12,Poor
23562,348080,3,2021-08-05,Excellent
23563,347964,1,2023-12-08,Poor
23564,116514,3,2023-08-21,Good
23565,438681,2,2021-02-07,Excellent
23566,312582,2,2022-10-09,Poor
23567,155562,5,2023-01-29,Excellent
23568,303896,4,2021-03-22,Good
23569,347205,3,2023-02-14,Average
23570,452831,1,2020-04-07,Poor
23571,306026,3,2020-12-19,Average
23572,380020,1,2023-11-28,Poor
23573,425302,4,2021-01-30,Good
23574,168459,2,2020-09-04,Excellent
23575,322774,3,2022-09-13,Average
23576,310274,1,2022-08-25,Poor
23577,269146,1,2020-05-31,Good
23578,23801,5,2021-04-08,Poor
23579,38226,2,2020-04-17,Excellent
23580,86547,2,2020-11-18,Excellent
23581,18315,4,2023-10-12,Poor
23582,57877,1,2020-12-03,Good
23583,410757,5,2023-05-16,Poor
23584,16274,2,2020-11-24,Average
23585,295042,5,2022-12-19,Excellent
23586,54881,2,2023-11-18,Excellent
23587,487558,3,2020-05-02,Average
23588,238731,4,2020-03-12,Excellent
23589,114202,1,2023-12-22,Excellent
23590,308097,1,2022-07-28,Poor
23591,31552,5,2021-01-23,Excellent
23592,306839,5,2020-05-07,Poor
23593,5299,5,2020-06-20,Excellent
23594,249160,2,2021-04-22,Good
23595,255455,1,2022-06-18,Average
23596,288751,2,2022-06-28,Poor
23597,423264,3,2022-01-31,Good
23598,371998,4,2023-11-01,Good
23599,144747,1,2020-08-18,Good
23600,28887,3,2021-10-14,Excellent
23601,135394,4,2020-01-03,Excellent
23602,139875,5,2022-09-13,Poor
23603,217968,4,2022-06-04,Good
23604,30937,3,2021-11-18,Excellent
23605,162629,3,2020-03-24,Excellent
23606,496938,3,2021-06-25,Poor
23607,424894,4,2020-11-18,Average
23608,186316,1,2021-04-05,Excellent
23609,276479,1,2020-12-29,Poor
23610,197110,1,2023-05-24,Average
23611,229081,1,2023-05-20,Excellent
23612,469034,1,2023-10-23,Poor
23613,52794,3,2022-06-03,Excellent
23614,430917,5,2023-03-20,Poor
23615,481474,2,2020-12-05,Good
23616,449936,1,2021-09-27,Poor
23617,369469,2,2022-11-15,Good
23618,210630,4,2023-08-30,Good
23619,97672,2,2022-10-04,Good
23620,255861,3,2022-04-18,Average
23621,381507,1,2021-05-03,Good
23622,132888,3,2022-03-05,Excellent
23623,157725,5,2022-02-10,Average
23624,245607,2,2021-10-03,Excellent
23625,48678,5,2020-10-03,Good
23626,33441,2,2021-11-27,Average
23627,450446,4,2023-08-28,Good
23628,22923,5,2021-04-07,Average
23629,41487,4,2023-07-25,Excellent
23630,245659,1,2021-12-14,Good
23631,392112,1,2023-01-28,Poor
23632,112673,4,2021-04-25,Average
23633,258995,5,2021-12-13,Average
23634,373628,3,2021-09-26,Poor
23635,118847,2,2022-09-16,Average
23636,734,3,2020-02-07,Good
23637,138961,2,2023-08-12,Poor
23638,73096,2,2020-09-09,Good
23639,130474,5,2021-02-14,Poor
23640,194915,4,2021-08-09,Good
23641,221156,2,2023-06-09,Poor
23642,33613,3,2022-08-31,Excellent
23643,233837,5,2022-05-09,Excellent
23644,43626,2,2022-03-23,Good
23645,359008,5,2022-03-24,Average
23646,370463,1,2021-05-07,Poor
23647,8126,3,2020-09-28,Excellent
23648,29021,1,2023-08-30,Average
23649,436628,2,2022-06-02,Poor
23650,455011,5,2021-11-17,Poor
23651,379605,3,2022-02-11,Good
23652,204944,4,2022-01-11,Good
23653,207828,3,2021-06-10,Good
23654,280465,4,2021-12-20,Average
23655,126518,4,2020-03-03,Poor
23656,105714,2,2023-03-18,Excellent
23657,237359,3,2021-06-03,Poor
23658,262270,4,2021-03-07,Poor
23659,23350,5,2023-12-15,Excellent
23660,407919,3,2021-03-21,Poor
23661,434411,3,2020-06-20,Average
23662,54790,5,2022-11-25,Excellent
23663,190400,4,2023-07-29,Average
23664,21675,2,2021-10-08,Good
23665,416285,2,2022-10-04,Average
23666,133242,4,2023-10-17,Good
23667,75395,1,2022-03-13,Good
23668,351098,1,2022-10-14,Good
23669,483178,1,2023-08-15,Average
23670,137400,5,2021-06-13,Average
23671,368943,2,2020-10-07,Good
23672,450496,5,2020-10-18,Poor
23673,150217,2,2023-08-16,Poor
23674,175976,1,2021-01-16,Poor
23675,97231,4,2021-11-23,Excellent
23676,466639,4,2022-03-12,Excellent
23677,123898,1,2023-09-25,Excellent
23678,142556,3,2023-02-07,Average
23679,481122,5,2022-07-16,Poor
23680,452091,4,2021-11-09,Poor
23681,296652,4,2023-04-29,Excellent
23682,465606,2,2022-09-17,Average
23683,194338,4,2021-12-15,Average
23684,266406,4,2020-09-07,Excellent
23685,384389,1,2023-10-28,Excellent
23686,487744,3,2021-07-03,Good
23687,338612,2,2021-05-04,Poor
23688,140795,2,2023-04-30,Average
23689,221430,4,2021-03-09,Good
23690,206405,1,2020-05-24,Poor
23691,51454,5,2021-10-05,Good
23692,108437,2,2020-02-18,Average
23693,185,1,2020-11-25,Good
23694,15265,1,2021-07-05,Excellent
23695,308936,2,2021-01-25,Excellent
23696,302095,1,2020-05-28,Average
23697,161426,1,2022-08-05,Excellent
23698,256044,3,2023-02-06,Poor
23699,316139,1,2023-06-12,Excellent
23700,263850,1,2022-03-30,Average
23701,192193,5,2020-12-05,Average
23702,94432,1,2020-03-28,Excellent
23703,324464,1,2021-12-11,Average
23704,157534,3,2021-12-04,Average
23705,414697,1,2021-08-06,Average
23706,227076,1,2022-02-02,Average
23707,393177,2,2021-09-10,Excellent
23708,428812,5,2022-10-05,Average
23709,126769,5,2020-09-17,Average
23710,324931,2,2021-12-30,Average
23711,83554,3,2020-09-30,Poor
23712,439814,2,2022-04-19,Poor
23713,167233,2,2021-11-09,Good
23714,303204,4,2022-06-15,Good
23715,117215,1,2022-10-03,Poor
23716,99627,1,2023-11-17,Excellent
23717,461574,2,2020-05-21,Good
23718,173145,5,2020-02-15,Average
23719,215097,5,2021-03-22,Poor
23720,102343,3,2023-08-14,Average
23721,251733,3,2022-02-19,Poor
23722,240469,4,2022-10-30,Poor
23723,146590,3,2022-06-04,Average
23724,10172,2,2021-04-08,Excellent
23725,153972,1,2021-10-01,Poor
23726,374801,4,2023-06-11,Excellent
23727,300518,5,2020-03-07,Excellent
23728,159733,1,2022-10-15,Average
23729,332235,3,2021-07-26,Poor
23730,384664,3,2020-04-25,Good
23731,170229,3,2021-02-12,Excellent
23732,192200,4,2022-05-02,Average
23733,264483,4,2020-06-04,Good
23734,133188,1,2020-06-25,Good
23735,347009,2,2020-09-30,Good
23736,95153,4,2022-07-19,Good
23737,93428,1,2021-04-12,Average
23738,340186,1,2021-10-21,Poor
23739,54842,2,2020-02-14,Excellent
23740,467918,5,2021-06-23,Average
23741,141351,2,2021-07-08,Good
23742,331395,3,2021-05-02,Good
23743,474337,4,2021-11-29,Average
23744,38230,2,2022-10-23,Average
23745,42822,1,2020-05-25,Excellent
23746,286121,3,2022-08-19,Poor
23747,23564,3,2021-08-21,Average
23748,28873,1,2023-02-19,Average
23749,347829,1,2021-09-19,Average
23750,65294,5,2020-02-10,Average
23751,35117,5,2023-06-12,Good
23752,468328,5,2020-12-28,Good
23753,366856,2,2021-07-29,Excellent
23754,142472,4,2021-08-15,Poor
23755,100321,4,2022-12-25,Average
23756,257286,1,2022-08-22,Average
23757,291563,5,2021-10-29,Excellent
23758,362201,4,2022-04-02,Good
23759,356032,1,2022-03-04,Excellent
23760,354602,2,2021-03-19,Excellent
23761,10406,1,2021-09-23,Excellent
23762,81090,2,2023-03-16,Excellent
23763,30287,3,2023-03-07,Good
23764,240738,5,2023-02-01,Good
23765,216051,3,2023-10-01,Poor
23766,106619,4,2021-04-13,Average
23767,383619,1,2021-03-31,Good
23768,287357,3,2021-12-04,Good
23769,364374,1,2022-07-09,Excellent
23770,334001,1,2020-10-17,Excellent
23771,354946,3,2020-03-07,Excellent
23772,528,3,2021-09-30,Poor
23773,121333,2,2023-12-28,Good
23774,223529,4,2023-02-04,Good
23775,335228,5,2022-05-19,Excellent
23776,352173,5,2020-07-30,Average
23777,299554,4,2023-12-30,Good
23778,64275,5,2023-11-08,Poor
23779,25613,3,2021-10-18,Average
23780,38104,1,2022-07-30,Good
23781,412948,5,2022-07-10,Excellent
23782,217581,5,2020-02-15,Average
23783,196979,2,2021-10-23,Good
23784,223252,2,2020-01-10,Good
23785,282292,1,2022-09-01,Excellent
23786,227921,3,2023-08-11,Average
23787,429394,3,2021-07-07,Excellent
23788,314982,1,2022-08-01,Excellent
23789,436570,3,2023-03-12,Excellent
23790,206364,1,2020-06-11,Average
23791,117564,2,2020-10-06,Good
23792,82142,3,2021-10-22,Average
23793,176777,3,2021-03-08,Good
23794,116558,4,2022-10-27,Poor
23795,139080,5,2021-10-28,Average
23796,314579,5,2022-02-27,Average
23797,83123,4,2023-11-06,Poor
23798,252267,1,2023-06-16,Good
23799,198591,5,2021-03-13,Good
23800,77804,1,2023-09-12,Poor
23801,378478,3,2021-08-31,Good
23802,339499,1,2021-03-03,Poor
23803,441940,3,2023-06-22,Excellent
23804,134823,1,2022-09-06,Excellent
23805,483821,1,2022-08-22,Good
23806,410539,2,2020-01-02,Excellent
23807,328803,1,2020-03-18,Poor
23808,277361,4,2023-06-28,Good
23809,263396,5,2020-03-03,Excellent
23810,96886,5,2021-01-08,Excellent
23811,352688,2,2022-01-03,Excellent
23812,311072,1,2020-10-03,Good
23813,386507,2,2023-10-28,Good
23814,132087,5,2022-03-25,Average
23815,284297,4,2021-04-01,Good
23816,286109,1,2023-08-30,Excellent
23817,306850,3,2023-05-25,Excellent
23818,405678,2,2021-04-05,Poor
23819,209288,4,2020-05-30,Poor
23820,49887,3,2023-05-19,Poor
23821,43903,1,2023-09-18,Excellent
23822,197153,4,2022-06-15,Good
23823,415530,4,2021-10-07,Good
23824,445655,2,2021-07-18,Good
23825,48977,2,2021-03-01,Average
23826,371318,3,2022-02-10,Excellent
23827,329892,3,2023-12-27,Poor
23828,270109,5,2022-04-28,Average
23829,302808,2,2022-08-03,Average
23830,194218,1,2020-01-27,Excellent
23831,434328,3,2020-02-02,Good
23832,488637,2,2022-06-07,Good
23833,70853,5,2020-09-26,Average
23834,453879,3,2021-01-15,Average
23835,227596,1,2021-11-26,Good
23836,242678,1,2023-11-23,Poor
23837,73365,2,2021-02-16,Excellent
23838,284028,2,2021-01-07,Poor
23839,402177,1,2021-09-12,Poor
23840,359113,1,2020-04-28,Good
23841,175930,5,2021-08-21,Good
23842,145088,5,2023-09-27,Excellent
23843,402883,5,2021-08-08,Excellent
23844,203426,4,2022-12-13,Good
23845,434399,5,2022-05-18,Excellent
23846,74129,2,2022-07-02,Good
23847,156559,1,2021-08-15,Average
23848,215487,2,2021-07-17,Poor
23849,163754,1,2020-08-04,Excellent
23850,266500,2,2023-12-14,Excellent
23851,489041,5,2022-05-05,Poor
23852,249471,1,2021-11-30,Poor
23853,380681,4,2023-06-08,Good
23854,493462,1,2022-02-23,Good
23855,323447,5,2020-09-07,Average
23856,442372,5,2023-05-27,Excellent
23857,49761,1,2021-06-06,Good
23858,132384,2,2021-08-06,Poor
23859,189449,4,2020-01-08,Poor
23860,426432,3,2020-10-03,Average
23861,327469,4,2023-12-31,Poor
23862,97852,3,2020-05-02,Poor
23863,389045,2,2022-12-06,Excellent
23864,338514,5,2022-10-18,Good
23865,449453,2,2023-01-12,Excellent
23866,103113,5,2022-09-15,Excellent
23867,278029,5,2022-07-17,Average
23868,160634,2,2021-04-23,Excellent
23869,167621,1,2020-07-28,Poor
23870,30587,2,2020-05-03,Excellent
23871,76744,5,2022-07-27,Poor
23872,376267,5,2023-09-10,Excellent
23873,388387,5,2022-10-28,Good
23874,15993,1,2020-05-24,Poor
23875,305422,1,2023-06-24,Poor
23876,436838,3,2023-05-13,Average
23877,18,2,2023-04-21,Excellent
23878,442968,2,2022-07-27,Average
23879,59014,3,2022-07-09,Excellent
23880,37207,2,2023-11-11,Excellent
23881,141149,5,2022-02-17,Poor
23882,365120,5,2020-08-20,Good
23883,113056,4,2021-08-06,Good
23884,278607,2,2021-01-19,Average
23885,140413,1,2020-03-03,Average
23886,475524,3,2023-03-27,Average
23887,30166,1,2020-09-15,Poor
23888,220039,1,2021-10-07,Good
23889,182118,1,2023-11-15,Average
23890,391255,4,2022-12-14,Good
23891,344751,1,2023-04-25,Poor
23892,149270,5,2021-05-18,Excellent
23893,347781,5,2020-03-04,Average
23894,228137,3,2022-01-20,Average
23895,255198,5,2020-02-15,Poor
23896,322207,2,2020-10-20,Average
23897,180601,1,2022-02-23,Average
23898,136957,5,2022-06-14,Excellent
23899,8772,5,2023-08-21,Average
23900,466803,4,2020-04-06,Excellent
23901,153839,5,2023-09-19,Good
23902,374405,4,2020-03-29,Good
23903,433357,5,2020-01-08,Good
23904,219768,3,2020-06-25,Excellent
23905,255065,4,2022-06-16,Good
23906,488454,2,2021-12-05,Good
23907,143005,4,2021-09-28,Good
23908,442083,3,2023-05-08,Good
23909,169685,4,2021-08-05,Poor
23910,448261,2,2020-10-03,Average
23911,259741,5,2021-07-25,Excellent
23912,65908,1,2023-05-04,Poor
23913,283620,5,2022-08-03,Excellent
23914,327578,2,2021-08-27,Excellent
23915,378375,4,2021-11-16,Excellent
23916,314143,3,2021-06-05,Average
23917,311897,5,2023-07-05,Good
23918,99145,1,2021-08-02,Poor
23919,241103,2,2022-06-11,Poor
23920,332324,5,2023-10-26,Average
23921,462224,2,2022-08-21,Good
23922,493682,4,2020-06-23,Excellent
23923,181369,5,2023-05-31,Average
23924,143199,5,2020-06-15,Poor
23925,26156,1,2022-11-08,Poor
23926,362028,3,2020-03-12,Poor
23927,171783,4,2021-12-06,Excellent
23928,352938,5,2022-04-07,Average
23929,153976,2,2020-06-05,Good
23930,457419,3,2023-09-18,Poor
23931,85973,1,2023-09-14,Average
23932,244272,3,2020-11-16,Average
23933,247231,2,2021-12-29,Poor
23934,256122,5,2022-12-11,Poor
23935,93657,2,2022-07-30,Average
23936,96530,3,2022-02-25,Good
23937,151460,2,2021-04-14,Poor
23938,134440,3,2023-10-19,Excellent
23939,234094,1,2021-09-22,Average
23940,171683,5,2022-02-05,Good
23941,285001,1,2020-11-15,Good
23942,176119,5,2022-04-11,Average
23943,171033,3,2022-08-18,Good
23944,164045,4,2023-05-13,Average
23945,416387,4,2020-01-26,Good
23946,148860,1,2020-04-11,Good
23947,451337,5,2020-04-21,Good
23948,52875,5,2023-03-08,Excellent
23949,393467,5,2020-10-11,Average
23950,26823,4,2020-12-27,Average
23951,496336,3,2021-04-30,Average
